0,emoc,8
1,Alexandre,4
2,Jumbef,3
3,Élouan,2
4,Rozenn,2
5,Gweltou,2
6,Agnès,1
7,Martin,1
8,Denis,1
9,Malo,1
10,GrandK,1
11,Laure,1
12,Nicolas,1
13,Conseillers numériques,1
14,Émilie,1
15,Stef,1
16,Nourig,1
17,Flora,1
18,Perrine,1
