0,jeu vidéo,9
1,programmation,7
2,logiciel,5
3,3D,5
4,image,4
5,machine learning,3
6,code créatif,3
7,graphisme,3
8,art,3
9,internet,3
10,communauté,2
11,web,2
12,vie privée,2
13,e-textile,2
14,intelligence artificielle,2
15,communication,2
16,,1
17,hébergement,1
18,fablab,1
19,culture,1
20,cyberféminisme,1
21,littérature,1
22,électronique,1
23,hacker,1
24,impression 3D,1
25,féminisme,1
26,photo,1
27,algorithme,1
28,démontage,1
29,santé,1
30,gimp,1
