30,0,1
20,2,1
29,3,1
13,0,2
19,0,1
29,0,1
0,1,3
10,0,1
3,4,4
37,1,1
32,0,1
31,4,1
36,0,1
34,1,1
38,3,1
11,1,1
1,1,2
0,0,5
11,0,1
22,4,2
28,0,1
39,3,1
1,2,6
28,1,1
5,1,4
43,0,1
6,1,1
23,0,1
9,1,2
2,2,1
24,3,2
21,1,2
41,1,1
4,0,3
40,1,1
14,0,1
4,1,1
33,1,1
18,2,2
7,2,3
19,1,2
9,3,2
24,1,1
15,0,2
6,3,4
25,0,1
5,3,2
26,1,1
3,2,2
12,0,1
17,2,2
22,2,1
18,1,1
35,4,1
34,0,1
6,0,2
39,0,1
2,1,1
26,0,1
2,0,2
23,3,1
7,1,2
1,4,2
5,2,2
14,1,2
20,0,1
21,2,2
16,0,2
27,4,1
23,1,1
42,1,1
8,0,2
10,1,2
2,3,2
12,1,1
15,3,1
31,2,1
