6,9,2
1,3,4
23,8,2
31,1,2
27,3,2
20,11,2
40,4,2
37,0,2
5,1,4
24,2,2
18,7,2
38,2,2
32,0,2
1,21,4
8,0,4
15,6,2
40,0,2
34,28,2
20,17,2
5,23,2
19,14,4
10,2,2
18,17,2
18,1,2
15,2,4
23,9,2
22,3,4
35,22,2
16,2,2
12,25,2
7,21,4
32,4,2
31,3,2
5,21,4
24,6,4
18,5,2
5,6,2
6,2,4
35,3,2
5,9,4
18,21,2
34,0,2
38,6,2
0,43,2
7,1,6
6,39,2
22,1,2
33,11,2
38,24,2
2,1,2
5,7,4
0,4,6
19,26,2
12,10,2
23,0,2
30,13,2
6,29,2
39,29,2
0,28,2
15,16,2
12,2,2
13,16,2
8,43,2
26,14,2
5,24,2
24,9,2
