8,3,1
28,2,1
17,10,1
41,7,1
2,4,1
14,0,2
1,6,1
27,2,1
42,2,1
17,4,1
0,0,4
22,0,2
29,0,1
3,0,2
15,5,1
40,0,1
20,1,1
30,1,1
38,1,1
39,0,1
37,0,1
8,1,1
32,0,1
33,1,1
2,1,1
4,0,3
43,1,1
6,9,1
13,0,1
24,0,1
3,6,1
18,4,1
16,5,1
16,0,1
0,1,1
6,1,1
2,9,1
4,3,1
9,0,2
18,0,1
0,2,1
21,0,2
5,0,4
6,0,2
36,8,1
34,2,1
7,0,3
13,1,1
19,0,2
0,3,1
12,0,2
23,0,1
35,0,1
25,0,1
31,6,1
10,0,2
1,4,1
15,9,1
11,1,2
23,3,1
3,2,1
2,5,1
1,0,4
26,0,1
24,1,1
2,0,1
20,10,1
