10,21,1
3,4,1
10,5,1
24,2,1
7,25,1
5,43,1
6,0,1
5,8,1
32,2,1
1,6,1
0,6,1
16,13,1
10,7,1
13,41,1
3,0,1
20,38,1
8,0,1
14,1,1
2,5,1
20,6,1
2,1,1
4,3,1
35,26,1
33,13,1
34,0,1
23,19,1
20,24,1
32,6,1
17,20,1
7,12,1
0,5,1
18,23,1
32,15,1
1,39,1
28,34,1
35,19,1
26,17,1
29,11,1
22,1,1
1,29,1
22,3,1
26,18,1
0,9,1
5,0,1
24,15,1
30,1,1
8,4,1
4,35,1
30,7,1
2,18,1
19,31,1
12,32,1
3,40,1
21,4,1
19,1,1
2,7,1
10,1,1
18,9,1
12,0,1
28,28,1
34,23,1
34,8,1
20,2,1
18,5,1
12,4,1
15,11,1
0,24,1
9,10,1
2,21,1
27,42,1
11,10,1
11,2,1
25,27,1
24,16,1
33,30,1
11,12,1
19,3,1
28,0,1
14,2,1
23,14,1
16,16,1
31,36,1
22,22,1
4,22,1
15,33,1
6,37,1
25,3,1
35,14,1
17,17,1
29,20,1
