0,art,2
1,communauté,2
2,jeu vidéo,1
3,code créatif,1
4,culture,1
5,féminisme,1
6,fablab,1
7,intelligence artificielle,1
8,tricot-machine,1
9,textile numérique,1
10,interactif,1
11,algorithme,1
