2,15,2
29,24,2
1,30,2
36,28,2
11,22,2
1,25,2
2,8,2
11,20,2
27,34,2
7,8,6
30,8,2
33,0,2
29,13,2
11,12,2
2,29,2
10,31,2
18,0,2
7,24,2
1,15,2
4,12,2
0,8,4
33,15,2
35,4,2
10,26,2
16,0,2
7,13,4
21,11,2
21,1,2
23,20,2
12,3,2
15,0,2
0,3,2
1,5,4
26,40,2
1,7,4
10,3,2
29,8,2
39,28,2
29,25,2
38,13,2
2,3,6
23,22,2
8,13,4
7,0,4
24,8,2
37,3,2
2,13,2
6,0,2
30,13,2
0,5,2
1,3,2
1,0,4
37,10,2
1,11,2
2,25,2
24,3,2
38,0,2
28,19,2
31,3,2
13,3,2
7,25,2
1,8,4
20,22,2
37,31,2
7,30,2
24,13,2
4,0,2
14,5,4
1,13,4
1,17,2
2,0,4
1,38,2
2,12,2
39,19,2
1,24,2
30,0,2
2,7,2
1,14,4
2,32,2
23,11,2
36,39,2
25,3,2
6,16,2
4,3,2
8,3,2
14,0,2
16,9,2
36,19,2
1,12,2
2,33,2
0,13,2
38,30,2
2,4,2
35,0,2
21,12,2
25,24,2
38,8,2
7,3,2
29,3,2
4,17,2
2,1,2
1,29,2
2,24,2
7,29,2
38,7,2
6,9,4
25,8,2
10,40,2
25,13,2
