28,6,1
22,2,1
8,5,1
3,4,1
0,4,2
34,0,1
13,4,2
32,3,1
9,0,1
3,8,1
3,5,3
0,5,1
28,0,1
29,0,1
30,4,1
20,0,1
18,1,1
1,2,2
39,0,1
2,2,1
24,0,1
14,3,2
24,4,1
25,4,1
11,2,2
1,5,1
13,0,1
0,1,4
2,0,2
32,7,1
16,0,1
7,4,3
6,1,1
29,4,1
39,6,1
17,0,1
26,0,1
5,3,3
21,2,1
15,2,1
40,0,1
35,1,1
7,5,1
19,0,1
9,1,1
0,0,2
38,4,1
23,0,1
10,0,1
22,0,1
16,1,1
8,0,1
25,5,1
33,0,1
12,8,1
1,0,2
2,4,1
4,1,1
4,0,1
2,5,2
12,2,1
32,2,1
2,3,1
2,7,1
11,0,1
27,0,1
37,5,1
20,2,1
3,0,1
1,3,2
4,8,1
29,5,1
6,0,2
36,6,1
36,0,1
25,0,1
17,1,1
1,1,1
7,0,1
31,5,1
24,5,1
15,0,2
8,4,3
1,4,2
19,6,1
0,3,1
10,5,1
13,5,1
2,8,1
23,2,1
