9,19,1
12,14,1
2,3,1
18,41,1
1,2,1
17,26,1
13,13,1
1,0,1
1,25,1
12,32,1
20,6,1
11,5,1
20,0,1
16,11,1
5,4,1
9,42,1
18,20,1
1,7,1
8,38,1
1,22,1
8,7,1
13,1,1
8,6,1
0,1,1
17,33,1
10,10,1
3,8,1
1,8,1
11,9,1
7,28,1
5,24,1
10,15,1
14,21,1
2,16,1
0,39,1
0,6,1
15,43,1
10,40,1
21,3,1
11,35,1
7,27,1
17,12,1
17,2,1
10,11,1
15,8,1
15,12,1
2,23,1
1,30,1
7,4,1
4,1,1
2,0,1
1,10,1
7,5,1
3,2,1
2,1,1
20,10,1
19,0,1
4,37,1
16,15,1
21,9,1
3,7,1
12,17,1
0,34,1
2,4,1
4,13,1
2,14,1
6,1,1
15,2,1
5,3,1
16,29,1
8,31,1
9,18,1
5,9,1
6,36,1
8,0,1
21,5,1
17,0,1
