17,0,1
38,0,1
35,4,1
0,6,1
29,1,1
22,15,1
39,9,1
10,11,1
43,3,1
1,0,1
27,13,1
20,12,1
23,0,1
10,4,1
6,14,1
7,3,1
12,3,1
11,1,1
4,2,1
6,4,1
41,12,1
2,3,2
9,4,1
8,15,1
5,4,1
32,0,1
28,13,1
21,5,1
10,2,1
2,15,1
42,7,1
19,7,1
24,0,1
4,0,2
10,14,1
1,1,2
0,10,1
25,15,1
6,11,1
36,8,1
6,0,1
6,9,1
4,13,1
0,0,2
14,0,2
12,6,1
11,2,2
33,6,1
18,7,1
3,0,3
30,15,1
0,14,1
5,13,1
5,0,1
0,4,1
2,6,1
29,2,1
31,0,1
0,11,1
7,15,1
13,1,2
0,15,1
40,2,1
16,0,1
28,2,1
1,9,1
34,9,1
15,1,1
15,2,2
10,15,1
1,8,1
26,6,1
5,2,1
7,0,1
9,0,2
27,2,1
8,3,2
37,1,1
