0,emoc,5
1,Jumbef,3
2,Laure,3
3,Laska,2
4,6ril,2
5,Djéméli,1
6,Professeure Lovelace,1
7,Gweltou,1
8,ex-situ,1
9,Guimel,1
10,GrandK,1
11,Elisabeth,1
12,JC,1
13,Paty,1
14,Marie-Noëlle,1
15,Piero,1
